string,matches_regex
dcabadacbcaabba,1
bbcdcdcaabdaadd,0
dbbddacbaacacbd,0
ccadabcaabadacd,1
aabcabbddcdcbdb,0
dcadbdacbadacda,1
adbbadaccaabccc,1
dccacdcaddccdcd,0
addcbadacbbdcdc,1
aabcaddabaaabbc,0
bddbcaccbdadacd,0
dbacaccbadacbcd,1
bdcabadacbacacd,1
bcbddadacadddab,0
cdbadacaabcbbdd,1
ababbbbadacbbdc,1
bacadccacbabdba,0
accbddcabdbadac,1
bcdcaabbacddaac,0
aacdbdbcdcdddca,0
cbbcbddcdbadacc,1
accbadbbddcbbac,0
ddddcbadacabccb,1
dcccaaccddbadda,0
badacbcbddbadab,1
aadabdcbdddbcdd,0
cabaacadccbadac,1
ddcaaaaacbcddbb,0
cbabadacdccbbba,1
badaadaaabdbaaa,0
ddacccddbabaabc,0
badacdbaabadddb,1
addabccbabcbcdb,0
cbdbbbdcbbadacc,1
ddcdccbadacaabc,1
dacbcdaabaddabc,0
daccaaabcdccccb,0
bcdaabcadcdabac,0
cdbcbacbddbbbaa,0
badcaadddddddaa,0
badacabbcbbadca,1
addbdbaaacaaacb,0
bdabaacbadacada,1
ddbabbcadbadacb,1
dbbadacccddddbc,1
dccbdbccbbadacc,1
ccbcbdbacccbdbb,0
adbbaaddaaaccca,0
bbabadacaccbcdd,1
ccbbccbbcbdbabc,0
dcdabaadcaccccc,0
dbcbadccabbadac,1
caddabddbacdbaa,0
badaccdadddbddd,1
daacccbbcbadacc,1
dcdbdaadddbdadd,0
dccbaaadbadacad,1
dadbadacdbcbdab,1
bccbadacbccaacd,1
badacacddbabbcc,1
ddcdabdcbdadbba,0
cdacabadaccbabd,1
cabbadacdadbbda,1
ccbccdddbacbddb,0
bddcddcdbcacbda,0
bdcdbbbadacabaa,1
acdcaaddcbadacc,1
dcddbadcdcacdaa,0
cbdddabccdcdbbb,0
dbbadacdadbbdbc,1
bcdadcacbadddad,0
badacddacdadaaa,1
bcaacaacaccacdd,0
acdcadbadaccbbd,1
bccbaadbabbacdc,0
aadcdabdddddddd,0
abdaabcbcddcdbb,0
acdbccadbccaaaa,0
acabcacccbcdbba,0
bdcbadacacdcbcb,1
abdabcddcaaaddc,0
bdbbcadabbccbdb,0
ddacabadaccaaba,1
abddabadacbddba,1
cadbadbcccbdcaa,0
cdabcbbaaadcdcd,0
adabbadacabbcac,1
dccabcdabaabdca,0
abaacddcccdbdcc,0
ddaaddcadbbdbbb,0
bddcddaaccbadac,1
aaabcaababdabdd,0
dcacbaabaababdc,0
dacbdbbcdbdbbbb,0
baddbccbadaabdb,0
dabadacadacddca,1
abadaccacabdbad,1
dcdddaabcbbadac,1
adbcabbdabcddbd,0
dccbabadacdcbbb,1
bbaabccdddadbba,0
daadabbadacadbb,1
dbdbbbbabcbbccc,0
badacadadcbdddc,1
dbcbbaacdcacacc,0
bccdacdddaacdba,0
dbadabadacbbbbc,1
cdbabcaacaacbaa,0
bbadacaadabadab,1
dcdbccbcdccccad,0
bccdcdbcdbadacc,1
abcdcabbaaccaca,0
dcbadcdcbcadcbc,0
dbadacdcdcbbdca,1
bdcbcbadaccdccc,1
dbdcdcdbbadacdd,1
cdababdcacdabba,0
bbbdccabcabdbac,0
abadacaddddbadd,1
acddcbadbbcacbb,0
bddbbabadacbdad,1
bccdbdcbadaabbc,0
bbccdbdcaddabbb,0
cdbcdcacacbcccc,0
dabadacbcbbcdac,1
baaabacadbcabdc,0
cbadacacabadaac,1
acccaadbdbbbaaa,0
cabbadacdbccdcd,1
bcaddccdbadaccd,1
badaccdbaddcdcd,1
bdbdaacdaabcbbd,0
cdbabadacdaddbc,1
caadabadaccdddd,1
aabcdbadacbdcbd,1
bcbbccaacdcabdb,0
dbbacaaddcccdba,0
acbcccbddbadacc,1
bbadacaaaacbccd,1
bbadacbdddccdac,1
bbbcbdcabbabbbc,0
bddadbaacabadac,1
dcbcbbbadacabdd,1
bdcbadacdbccdbd,1
dbbcabbdbccdcbc,0
bdbbabbadacddaa,1
cddbcaddaaccccd,0
dcbacbdbdcbadac,1
acaccbadacdaabd,1
dbadacbccaddbbb,1
dcaaadddbaaacdb,0
adbdcddbcddbaca,0
ccabcacababadac,1
dcbbbbaabacbddd,0
cbdcacdcbbcddbc,0
abacddadcacacdd,0
dbcbacbcabbdccd,0
accccdabdababdd,0
badacbdaaddaabb,1
ccbbdbadaccdbcc,1
daaabbabadacacd,1
dcaddaddbaaaacb,0
aabadbadacbbdbd,1
cacdcccbddccadc,0
bddcdabbbcbadac,1
badacaccabdbbcc,1
bbadacbbdcacaaa,1
cdacadcdaccaadc,0
bbbbddaacddcccc,0
acabcddbcacbccc,0
ddacacaccacabdd,0
bdacbdbcacdaccd,0
ddbbcbbdbadacad,1
dbadbdcaaacaccc,0
ddcacccddcdbdaa,0
babbadacbdbbdaa,1
cdacabdaacccccc,0
cdcdabddbbdabcc,0
ccabcdbabddcbcb,0
bcccabcbdcbcabb,0
adaacbbacdabcba,0
babdbadccadcddc,0
cbadaccadcbacac,1
bcdbaccbcaaaccc,0
ccbabdcabbadbda,0
caabaabcabadacc,1
dbadacdbbdcddad,1
babbacbadacdbca,1
dcadaacccbbcdba,0
bdcdbabddcdacaa,0
cdbdaadcdbccabd,0
bbabcbacabadaca,1
cbabadbbadacdcb,1
ccadbbadaccabbc,1
badacabcdddcabb,1
aabbbaddacdcbbd,0
dbccadbacdcbdcb,0
aaddadcbbadacdc,1
ddacbadacadbacc,1
bbabadaccbbcbbc,1
cbbbaaabdbadacc,1
abacbadaccbcaab,1
bbcdcaadbabbbdd,0
bbddacbcbacbdaa,0
cdcbdbadaccadbc,1
dcbadaccacdabba,1
aabdcbdbbadacac,1
badacadadbadbbc,1
dddaacdbbdcbddc,0
bbabcccddbabcab,0
cbcddacbdbbbbba,0
daddadbadbadacc,1
caabbabbdcbdbab,0
acbbcdadaabccda,0
dcbacdccabbdaba,0
addaddadbadacbd,1
ddcadddcdaabaab,0
ccaabacbadacbcc,1
baccacbcdbcbabc,0
adadccdcbadacad,1
dcabcabadacddcb,1
bccadbadacadadc,1
acaabcdbbccddbd,0
cdcaddbdacacdbb,0
cbdddddacdababd,0
acbbbcdbaabddca,0
cacbaadbbabcdba,0
ccccccbbabbdbac,0
ccccddbadacaabc,1
babbaacbbadaccc,1
dcdbbaccbbdcdbc,0
cdddbbbcbcddbdb,0
dddbdcdbcccbacd,0
cbcdccadcbadacb,1
bbcadccbadacbcc,1
cbdbdbacacbdabb,0
dabaccabdbadacb,1
acdcbccddcabbcb,0
acbadddddbbadac,1
bddbadacdaabdcd,1
badaccbcdddcdbd,1
ccddbadcbadacaa,1
ccaaaadabcbdccc,0
dabadacdaacbbbd,1
dacbadacabcbbcc,1
cbbdbabbadddbba,0
cdbbadacdcbaccd,1
dabbcddcaaabcad,0
dadaaaaadbcbccc,0
bcbbadccdaabbdc,0
addaccbdcdbddcc,0
adadaaddddbadac,1
cacacaddcbacddd,0
cabadacaaadcaab,1
daacbacabdbbdcb,0
abcccdbcbadacdc,1
bcbcbadaccccacc,1
cabdabbaddaacca,0
aacbabbcbcbbabb,0
cbaabbadacabcca,1
badacabbddcbbdb,1
adabcacccadcdca,0
cccabbbaaccaabc,0
adbbbdcadcabccb,0
badacaddcbdbaad,1
cccadaaddcadacc,0
bdbbcdcccbdcdcd,0
bdccdddbcdadcba,0
dbbbbdccacbbddd,0
abdaaacbbaabbdc,0
ddbcadbadacaddc,1
dcbcabdcaccdcbc,0
dacbacccdabadda,0
bbadacbacdbcdba,1
cddaccacccbbcdb,0
dbcbbddcbdccbaa,0
dbbabbdcccbadba,0
adadbadacdacaba,1
aabadaabadacacd,1
ddbcdadcbadaccd,1
dcbdcddbcccbdab,0
babaaddccbddbda,0
dabdbcabdbadbca,0
aaccabddadaadcc,0
bcdaabbcccaddca,0
abbbdbcdabbcbdc,0
ddddcccdcddcbca,0
cacacbaaadbbbca,0
abcbbdcbadacdca,1
dbbbadacbdbcbba,1
cadbcbddbccabbc,0
bbbaaaaabcdbdba,0
bbadacddbcbbcdb,1
acabadaccbccada,1
dcccaaadcbacacd,0
bacdcccbacdcdba,0
bdabadacccccddd,1
dccbdaaadadcccc,0
abaaacddccbadac,1
bbcdbccacbcdbda,0
bcdbdcacbbddcdb,0
bbbadaccddabada,1
dacbcacbbadacba,1
ccbadaccbbdccda,1
abcaabcbaddbcda,0
adbadacaabadbbc,1
bbcabadacabddab,1
badacdcbabbdada,1
bddcdbbadaccdcb,1
bdbadacdaccbcac,1
cbadacaccddbbbd,1
adcbdabadaccbbc,1
ddaacaadbadaccc,1
cbccadbddbddddd,0
dadcbabdacdcadc,0
cdbdaaaacccbcca,0
adcbcddbabadacc,1
aadbbcdaccbcacb,0
cddbbadacabbbcb,1
ddacdbadacdddcc,1
ddbadacbbccaabb,1
badcacddcdcabac,0
abacaabcbcdbbcc,0
dcdcadcaabacadd,0
cabcadacbadacdb,1
babaccabcbacccb,0
aababadacccaccc,1
dabcbadacdddcdd,1
dadccbdbcdadcdd,0
badacbcdddacddc,1
ddcabccccbadacc,1
bdadccaacbccddd,0
daccadaccadadbc,0
abdbdcaabdddbcc,0
bbadaccdbcccdab,1
bdbacabbccbddbd,0
bcbbbadacdcbdca,1
cdcbadacabdbbbb,1
dbadadadbacbadb,0
cddababdbdbdabd,0
dbbcaadacadadcd,0
badcadbcabdcaaa,0
bddcdbdbbaacadc,0
cadcddbdacdcddd,0
ddbbccbdbaccbbd,0
cdbabaacdbddada,0
aabbaddcdbccabd,0
ddbacdaadacacba,0
cabadacadabcbdc,1
cdcaaadbbadacbd,1
dcbbbabcddbccbc,0
abdbcdbcacbcccc,0
cbcadabbbccabbb,0
cacabdcddcbcadb,0
accacdddadbdbcb,0
acadbbadbbcabab,0
aabadacadcacbdb,1
bbadacacacdacbd,1
dddcddcbdcdcddd,0
adcababadacdcbd,1
abbbabdaacabddc,0
abdcaabdacccccb,0
ccdabbadacdcacd,1
aaadddbbadacadc,1
baabbbdbadaccac,1
dcabdadcbadadab,0
ccdababadaccbba,1
dbaacadbdcacdbc,0
bbbadacccabcbad,1
aadbcdbdccbadac,1
aaccbadacdddbac,1
bcaaacdcdbadaca,1
cabbadacdcaddda,1
cbadaccdabcdbdc,1
bbbbcdbadaccddb,1
cbadaccabbcbcbc,1
aaacdcaccacabab,0
abddbacbbdbadac,1
aaadcaccdbcdddc,0
adcdcdbbabbadac,1
dbccabadacdbbbc,1
bcdcdcddbbcdabd,0
baaaabadacbaaaa,1
dcaaddbcbcdacac,0
adcacddcbbdabad,0
badbaabdbbadbbd,0
bbccaadbaddccac,0
ccdcabbddbbadac,1
dddcbadaccacbba,1
cbadacabbdababd,1
aaacaabadacbcba,1
aabdbabdbabdadd,0
dcdcbadacbcdbbd,1
baacbbdbddabadb,0
acabacbddcbccbc,0
ddddcbbbadaccdc,1
adabdbadaccdbcd,1
cddadaccccccdba,0
cbcbabadacddada,1
adbbaccddacabcc,0
adadbbcdcbbacba,0
baaadbadacddabc,1
accdbccbddbbaad,0
aadadbabdadcabc,0
cdabdbcadcbddba,0
badbcdcaccbadac,1
abbcdadaabadacd,1
dddccdabbddabcc,0
bcbabbcccaadcac,0
cdccaabcbacbcab,0
cbcabdbdbcddcda,0
bcdddaaddcacbcb,0
bbdadbcdbbadacd,1
babadacdbdadcab,1
acccbadaccbbcdd,1
cadbccbadddddbd,0
ddbabbdbacaaaad,0
cbadaaaabacdabc,0
ddbcdbdcaadccda,0
dabbcbadaccdaba,1
dcbadacbdbbddbd,1
cbbbadccabdcaac,0
abadacddbccaabb,1
bcbbaacaacbbdaa,0
dabbbbbadacbabd,1
abadacacdbaccaa,1
aaaacacacbbcdcd,0
bbcaaddbbbcaacd,0
daadbbadacaadbd,1
dbaadbddabbcacc,0
cbccaccdbdbcbbd,0
dccbabbccdbadac,1
bcdaacddabbabaa,0
dbabdadbadaccbc,1
abbbbadacacdbab,1
badacdbadccbcca,1
cadbbbcbdbddbbc,0
bdabaababcdddbb,0
bcadcadbcbcbacc,0
cdcadbdbadacddb,1
abdabadacddccad,1
ccbcbbccbddaaad,0
cbbcbdadbaaabcb,0
bdabadacbacacbc,1
baaaacccdbcbcab,0
bacddbdddaaccad,0
dcbdacadbbabbda,0
ddaabadaccacbda,1
bbcbdcbddcacdab,0
badacbaaababccd,1
ddcdddbbbabadbc,0
dddcadbdabbcdca,0
caddbcbbcbadaca,1
baadbbbadaccbad,1
badadaadabadacb,1
badaccbccccccdc,1
aadddbadaccdbbd,1
aadbadacbcdcadd,1
addcacdddcbccbc,0
dabacadbadaccad,1
accbdbbacabadac,1
ccddcaabadaccdc,1
cbbabbcbcbddcbb,0
dddbdadaddbbbca,0
badacbadaabacdc,1
cbacabbccaaccab,0
aadddcccbbbadac,1
acdabcbbadaccdb,1
ccbadacbaababcb,1
dccddaaacbadacd,1
bbdbdbbdbabadac,1
bcbadacddacadda,1
caaaabccdbcdcba,0
dbabaddaabadaca,1
dbcdccbbadacacc,1
bababbbcdccccdd,0
bbdabccdbbadaca,1
ccdddbadacbaabb,1
ccabdabbadcbdca,0
acbbdadbdabddab,0
ccdaccaaaadccac,0
cabbabadacdabdc,1
cbadacabbaccdab,1
bcaaddccabbcaac,0
dbdacbbcddacdcb,0
dccdbbbadacdbba,1
dccbdbadbaabdca,0
acaacbdaaaaccbd,0
cddcdbbdacdaddb,0
dbdbcdaccaabacb,0
abddcbddaddcbad,0
cbdaddcabadacab,1
dbabbbabadabbbc,0
bbadacbbaacbbda,1
bdcabcdcaddcbaa,0
ddcbbcddddcbcbc,0
acccabccdabadac,1
bcbadacbcbdbada,1
cdadcccccabdcdb,0
aaabdcadbbadaca,1
dbddbbbbdabdabc,0
dcaaadddbabadac,1
abddcbbadccbbcc,0
bddcbdabbcbadac,1
bbadacdacbccddb,1
adaaabdcadaccdb,0
bdcbccccaddbcac,0
cbadacccbbacbdc,1
badacbbcadbdbca,1
cadbadacbcdcccb,1
bdcbaddddbdaaba,0
cccaadbbbadadbb,0
dcdbadacdacddcb,1
accbdddabbcbddd,0
addabadacdcccbc,1
abadacbcbaabbad,1
babcadabbcbcaab,0
abadacdadcacadd,1
acbacccabadacca,1
cdcabcdacbacadd,0
cdbbadcadcccbaa,0
bbadaccdccdccbc,1
aaacabdcaaadbbc,0
dacdcdcbcadaaca,0
aadbbcaabaacbda,0
cbababcdbcacdda,0
dabbadaccbabacd,1
cddcdccababadac,1
bcabccbdddcaaaa,0
cbadaccbcaaacab,1
bdadcabcaacbbdd,0
dcddaabdbaccacd,0
babccbbadbddcad,0
ddcbbaacdccdcba,0
babcabadaccbada,1
cdabadacabddbad,1
abadaccdacbacac,1
baabdbadacbdccb,1
cadbaaddbdbbcda,0
dbbcdaabcdabdaa,0
daccdccccabadac,1
acbabdcabadacca,1
badacbcaacaaddd,1
aaababcdcddbbcd,0
baacaadbbbdddda,0
cbcbadaccaadadc,1
bbaabadaccccaba,1
daadcabadadcaaa,0
bbbdcadcabbccba,0
adbcbcdaabbcbaa,0
abadaccdabdbbac,1
dabaaacaacdabcb,0
dcbadacccaadadc,1
bbbddbbddcaacbb,0
dbabadadcdaddcd,0
cddacbadaccdbad,1
abcdadbbcabbbdd,0
baccacbcbacbabb,0
bacaabdbadacaab,1
bacbbbbbabcbdab,0
aadccabdcbadacc,1
bdbbdaabadacbda,1
adccbacbacddbbb,0
bbcadadaadcbbdd,0
cabbcddccdbadac,1
acbbcdabadacbdd,1
aaccdcbdddabacc,0
dbaabcddbcdbcad,0
abadacbcbcaaaac,1
badaccccbbabbdb,1
cddcdaacadbccab,0
abcabbaaaabbbcc,0
accbadacbdbadda,1
dbddcbadacbcbac,1
bbadbadacddddbc,1
bbbadacbadacacc,1
addbbbadacbaddc,1
bbabadacadcccad,1
aaabcbdbdccacda,0
babcccbaddbabca,0
dbdbcbdababacdd,0
aabccbadacbdbac,1
addcaabcbdbadac,1
dcccbbadaccdbcb,1
cdbadacbcbdbada,1
dcdcbdcdbbadacd,1
accdbaddaddaaba,0
ccadbdadcabdcbc,0
abbcbdbaddbbdda,0
bbbbadacbaccabb,1
bbdccbbccbccdbb,0
dbcbdabadacbddd,1
dcbabdcaddabbac,0
bbcbacbcbccdabc,0
babcdaaddcddbdc,0
ababadacaaddbab,1
dcdacbcbbadacba,1
dbadaccbcbadadc,1
abadaccdbccdcad,1
cadacdcccbadbba,0
dccaadadabadaca,1
adcbadccdccadbc,0
bbadacabbcbaacc,1
bcbabadcbcbadac,1
dbadaccabcddabc,1
bddccbcccbbdbcd,0
cdcbcbcddaaaaad,0
bbadacaabbbcadc,1
cbbadbccacdbdba,0
dabadacddcdacbd,1
acaaabadacacadc,1
badaccbaadacdcb,1
cdcadbacdccccdb,0
adbadacccbcdbdc,1
bccdcdddadbacbc,0
dbadacbabaabdcb,1
abdbbadccdccaba,0
acdcdcbbadacaab,1
caddccdababbbdb,0
dbcbcbaacbdadcb,0
dcacbbadacccaaa,1
ccccaddbccccddc,0
bcdbadacdacdaca,1
badacacdbcdddbb,1
bcddcbdccddcabc,0
aabbbabcdcabccd,0
badacaacadcbdcc,1
cccdabcaadabcbb,0
bbadacdaddcaaab,1
ccdabadacbabbaa,1
dddcccdadbcccbd,0
cbbabacbadcdcaa,0
dbadbbbbccbbcca,0
abadacaddbdaaad,1
bccdcabbbcccdab,0
cdababadacbbacd,1
dcabadacbdaabdc,1
abbbdbdaaaccdbc,0
dbcdcabbabadbcd,0
abccddbdbaadcdb,0
bcddbbbabadacac,1
daacacadbdbbcda,0
babbbabddadbdac,0
abacdaaaccdbacd,0
badaccadbcccbbd,1
caaacbbccbdddbc,0
ddbbaddbbacbaba,0
cbcdcdcaabadacb,1
bccbadacaaaacdb,1
addbbdbadacdada,1
cddbadacaddcdbd,1
bcdddcbabadacdc,1
aacddbbdbbcdbbd,0
bacacbdccbaccdb,0
daabbcaabadacbc,1
daddcbdbdbadacb,1
dabcbdcdbbdabad,0
bbaadbadacaaccb,1
dacbadacbbccccc,1
bbadbdbadacaddc,1
bcccbadacbbaaaa,1
aabadacdbbddcbb,1
bacabbacdadcaad,0
ccadcbdbcbdbadd,0
bbbcbadacdcccdc,1
cadadcbaddccabc,0
dcabadacaacbdbc,1
cbbaabbadaccbdb,1
dcaadbdccabddcd,0
badcccbdbdcabba,0
badaccbabbbbdda,1
bbacaaccbabccac,0
dbadacbdcdccbda,1
badacdbdbbdbdbb,1
bbdcabadacdcbba,1
bbcacdcddbbadac,1
baabcbddbcbdcad,0
dbbadcbadacbbaa,1
aaadabcdddccddd,0
abbcacbbbcaaaba,0
ddbdaddbcdccacd,0
cdadbbcddbadacb,1
abcbdbcbadaccba,1
abdddccccbdbacc,0
addbdaadababcdd,0
bbddbbdbdbdaabc,0
dcccdbadacbcdcb,1
bdbccbcbccbadac,1
addcaacbdbbacca,0
cdddcdbcdbcacbb,0
dadcdaccddbdbdc,0
bcbddbccbdddccb,0
cddaccabdbbadaa,0
cdbbdbbcbadacac,1
cdabbbadacbbbca,1
acbbcbbcdaabccb,0
ccbddbcbcdadabc,0
cbcbadacbdbbdad,1
bdcbbbbadacadbd,1
cdddccaacadaaad,0
bdbadaccacbabcc,1
ccbaacbbbbadacd,1
aaacbddbcdccbaa,0
bdbcabadacaadcd,1
ddcbdbabadacabc,1
bdabdaadaadabab,0
cdadbadacdbbbad,1
acdbbcdaccbdbba,0
cbcdbbbbadacbaa,1
cdddbcdabcbabba,0
cddacbadacadbab,1
cadcdaacbcdbaba,0
aabaacddcbdbbaa,0
badacaaabbabccd,1
dbbabcdcbbadacb,1
bdddcabdbadacdb,1
cabbadacaaddcda,1
acbccaaadcbaabc,0
dbccbdabbcbbcda,0
bacdcbdbadacaad,1
dcbbadacbbbdabd,1
dcbadacabcddaba,1
cccabddabadacba,1
aacbadccdbadaca,1
ddadbdacdcbadac,1
bddadcccbdaacbb,0
ddbbdddcadcaccc,0
dcadbddaabadacb,1
ccdcbddabadacaa,1
ccbcaddcaabcdcd,0
badacaaaabcbaac,1
badacddabadbbad,1
dabcbddadcdbdba,0
dabbabbadacaabd,1
cabaabccbbadacd,1
accdadcdadbdccb,0
badbadacaabacca,1
cabadaccaccacdb,1
ccdcdddacdbcdda,0
dbadacbcadbdaaa,1
cbcdccbddbadacc,1
cdadaaaacccbddb,0
acccdbaacddbaab,0
bbadacdbcbaadda,1
badaccaaaacdaad,1
dbaaacddbabcdda,0
badaccacbcdaaaa,1
aaacdcbbadbadcc,0
bbadacdcdddbdbd,1
acbbadbabbbbaab,0
dccbabacccdddcb,0
dabbcacccbcdbcd,0
ddacbaddbddcbba,0
badcbadacdadcaa,1
caacabdbbbcddbb,0
ccbbcacdcbcbcac,0
caccddacbbccdaa,0
cdbadacadacbbdd,1
aabaacaadbadacc,1
badacdbbccccacb,1
bdbdbdddbbacadd,0
bcadbbbacdaabcd,0
bcdaabadbadacbd,1
cacadbddcdbadac,1
dabaaadcbbadacb,1
badacadbcdcadbb,1
badacbaabdcaccb,1
aabbaababbddabc,0
bcbcadbddbcaada,0
aababbbadacccab,1
acdcacdbcbbbaac,0
badaaddcbcbcbac,0
bccddcabdabdbbb,0
adabcccdbddcbcd,0
dbdcccbcbaddccc,0
cdabcbccbadccad,0
bbabcccbdabbcdb,0
acacbdabbadaccb,1
ccadadadcdaaabd,0
bdadbaacddbddab,0
dbbdcdaccaddadd,0
adddddcabcadbba,0
badacdadbbaabcd,1
bcddddaccbaaabb,0
cdddadccccdcdaa,0
adcacbaaabbadac,1
bcdbdacbabadaca,1
cbdbacbbcbadacd,1
bbdcbdbadacabac,1
badacbddcbaaada,1
dacbcbcbbdbdaca,0
dcbabacccbacbcc,0
bdbcdcacdabddaa,0
bbadacbddcdcbac,1
aacaddaaddadbbb,0
badabbabddddddb,0
abacaddcddaaabc,0
aaacbadaccabdad,1
bdabaacdabadaca,1
aaddcaccacbcadb,0
badaccbddccdabd,1
dbdddbadacdcdca,1
dcaacddcbadacad,1
bbbccbadacccaca,1
adabadacbaddabd,1
dadadbdabcbabbc,0
adaaaabdbadacdb,1
abadacdbdabcbcc,1
bbbbdbbadacadca,1
acaabcccdcbbaab,0
ccacaabbbbaccbd,0
acdaaadbdacddca,0
adbcbdbdabaddac,0
aabacbdddbdadaa,0
abadacddcdadbbc,1
cabadacddcccbbd,1
bbbadbcbadacbbc,1
badbabcddddccda,0
badacdddbabaaba,1
babdcbbadacdcdd,1
cdcbcdabadaccdc,1
bdbcacadbadacaa,1
ccbbbadacbbdbbb,1
cddabbccabbacdc,0
cbdbcccddbbadac,1
bdacadbdccddaad,0
bbdbadaccbadada,1
cdbcbcacaddacbd,0
aaaacabbdaddadd,0
bdbcdaccaabadac,1
aacbadaccddbdcc,1
bdabadacccbaccc,1
adaacdaddcbacdc,0
bbccadcbbbdbdca,0
aadddcbddadbcac,0
bcdadcdcadbadac,1
ddbdadabaabacdb,0
badacaccddccadb,1
bbcbcdadabadccc,0
adccbabbbadacca,1
badaaccaddcccdc,0
bbadacaacccdbca,1
baddaadaaccabcd,0
baddadabacbaadc,0
adddcaababcacab,0
bdaacadacabcaaa,0
adcaddbbadaccdb,1
cbadbbadacbdcbc,1
bcacababdccbacd,0
addabcbcacbdadc,0
bdadadbbdacdccd,0
cccaabbdabaaacb,0
adbcadcbbcddabb,0
badacabcdaaadca,1
bacaaccdbcaaacc,0
bcbadacdbcdadbd,1
ccaabcdbcbdddad,0
bbbdbabadaccdbd,1
badacabcbdadaab,1
abdbdbadacddccd,1
babcaacccacbdaa,0
daaddbddbadbbad,0
baacadbdabbdccb,0
aacdadbadcbadac,1
aaadcadabddabad,0
cbadacddbcdacda,1
cdcbcbcccdddcca,0
dcaabadacdacdcb,1
dccdabcaabaabad,0
ccdaaaadcdcbada,0
cdcabcdcccdcbad,0
badacbacdbdbdad,1
ccbadacacbdcdcc,1
bbaabaccdccadda,0
ccaadbbdaabddbd,0
acacbdaadbdabac,0
ababaabbabaaadd,0
dadadbadacaddbc,1
bcdacbaacbaaadd,0
ccbadacabaccacb,1
badacbdbdabdaca,1
dadcacadcddbcac,0
bbdbadacacddbca,1
bcabcabbcacbacb,0
bddbccabdabbbaa,0
cbbcaacbbadacaa,1
cdddccaddbdcdcb,0
aaaacbabadacaab,1
cdbbdcccaddcbbb,0
abcadadacbadaca,1
dcbcdcaadbcadda,0
bdddcdcbbbadacc,1
ddbaacbadaccdbd,1
ddccbbadddcdcab,0
acaabadacabbcac,1
bacabccddcccbba,0
bbcbaaaddaadbcc,0
cdcadabadacacab,1
caaddababadaccb,1
daaddddadbadacd,1
dcaddacdbadcbcb,0
abbbadcbbbcabda,0
ccbadaccabbabdc,1
cdcbadaccbccddd,1
ccbbcdaabdadbda,0
bbdbadacadcbdac,1
caadbcdcbabaadd,0
badacbddbcdddbb,1
bbadbdddaccbdcd,0
bddadbadaccdddd,1
bbbbbdabdcbdbda,0
badacaaaacdddca,1
ccabbcacbadacdd,1
badacddabdccbdc,1
ddaabaacdcaabaa,0
cbadaccaaddaacb,1
badacaabcbdadca,1
cddddacddbdcbca,0
dabdbbadcdbbcdb,0
abadacccbccaacb,1
bbddabccabbbbda,0
bbbcdacdbcacbac,0
cbadbcbadacadcb,1
ccbdbadacdcddcb,1
dccbbadacbdbcca,1
cdbdccdabbcbdbc,0
bdddcdcbdbddcdb,0
acbdbbbbcbadacc,1
aabbdbadacababb,1
abbbadacbacdcdd,1
bacccdadbadacca,1
badacaddcdddbbd,1
cbbbbabdbcdaccb,0
dbabadacabbcaaa,1
dcdcdacbbbbdddd,0
abbcddcbadbdbdb,0
dbadacaccabbacc,1
abbabdbadacdcbc,1
ddcbdcbbdccbbab,0
cdbadacacbdcaab,1
caaabcaadddbadc,0
cbadacacbcdcaac,1
cbabadacbaaaccd,1
ddcadadbddaabaa,0
cccdadcddabbabc,0
bdbadcbcbccdbab,0
dabdaaabcdbdbcd,0
adaabadacdcbcac,1
cdadbcccbacccda,0
bdbcabadacacbdb,1
caddaaadaddcadc,0
bdbaccbbadacbba,1
bcadabdbadaccbd,1
acbaaabadacaaba,1
dacbaadbbadaccc,1
bbcbadacbcababa,1
ccabcdcbabdadad,0
bdccddbcdabbbab,0
bacacccabdbadac,1
bdadcbabbcbaadd,0
aabadaccaddbcdd,1
cccabbcadadccbd,0
bbbbccaddbadacb,1
dbbadacaabaadca,1
bbdcddadadccdcd,0
adbdaacbadbcdda,0
abadacccddbcbdb,1
bcbccbadacddaaa,1
ccadbadacdbadac,1
aadcadbcbcdabdd,0
abadacccacaacbc,1
dccaabcbdaaccbd,0
cdabadacbbbcbad,1
aadcbddbbbddadb,0
bdccadcbddddaab,0
dddbadadbadacab,1
badacaddcbcccac,1
cccaaddbccbdacb,0
bddbccbbadacbbb,1
aacadcdbbcddaad,0
daddbddbacddacb,0
dbaddcdadddadac,0
bdbbbabdabbabbd,0
adaccdaaddbadac,1
baccccbadacbcda,1
cbadacbabdbbadd,1
acdbbbbabbadaca,1
bacdbdddcbcbabd,0
bbacabadbbaddbb,0
bbdacaadcbadacb,1
baababcddddbdcd,0
cadccdbadccbccc,0
adaacdcddbbadac,1
bbadbdcbadacaca,1
babbadaccbaccad,1
badaccaccacccba,1
cbdcbcbcdbbbdca,0
abcdccacdcdadcd,0
cbdaadbbbbadacc,1
addcdbdbadacacd,1
dbabadacdddcadd,1
cddacbcbccaadca,0
bdbadacdacbabba,1
abdcdadadcaaaab,0
bdbadacbbdcdbca,1
cbbbcbdbbaddcad,0
cddbaccdadacaaa,0
cdabadacdbdddab,1
dbadcddbadadacc,0
dbdaabadaccbcdd,1
cacdaaabddbabdb,0
acdbbadacacacdd,1
cdacbcacbcaacca,0
bcbdbcbdaaabddc,0
dabbacdabadacad,1
