string,matches_regex
dbadaccdcbddabb,True
aadddacbbddacbb,False
dbabbbccddadcad,False
cacbadaccbbdcbd,True
acabccabdbbbddc,False
dccccaabdcbaaad,False
abbbbcabadacbaa,True
cbdbbadacaccdac,True
adbdadbbcaaadaa,False
cadcdacdbadacac,True
bdadabadaccbdca,True
adacaddcbbddcba,False
dcdbadbaadabcad,False
abdabbcccbbcaab,False
bbbcbbbadacacab,True
cbdbadddabadacb,True
dcabadacbadccdd,True
ccdcbadaccccdcc,True
ddbbaddbcbddbab,False
aaacbadacccbbbd,True
dcdddbbadacbddd,True
bcaaaabaccbddaa,False
cccaadbadacdadb,True
cccdcacbddbadac,True
cbadacbadbddcaa,True
accabaacabadcab,False
badacbadbddbcdd,True
badacdccbdcccca,True
babddabbbadacad,True
ddabbbddcdcdabc,False
cacdbbbadacdcca,True
abbadacbcaadddd,True
abadaccbdaccbca,True
aaaacbdacdcaadd,False
cbdcdccbdabccbc,False
cdbabbadabbadac,True
dacdbadacaccaaa,True
abbadacabbadbdb,True
ddcddcbaacbadac,True
bcadbcbadaccbca,True
cdbbcbbbadcabba,False
abbdccbadacadac,True
ccbcccadbadaccd,True
acdbbdacaccabad,False
bcdcbdcbcaacddd,False
ccddbabcbaadadb,False
dbdbdbcbaaaabca,False
cabadacbacdadac,True
bbbbcdddbadcbad,False
acbcddadaddadab,False
bdababdbadaccbd,True
dcabacabadacadb,True
abaddcbadccdacd,False
cabcbdaaaacbbac,False
dcbadacbdbccaca,True
dbadacddcdbabbb,True
dabbcddddaabbdd,False
cbdbcdccbacbbbc,False
cbadacbcdaadbcd,True
babaaabdddcbcbb,False
dcbabcaadbcbdbd,False
adddcabdbcbadbd,False
bbbbdcadaadbcdb,False
bcdcbabbcdaabcb,False
accabcbadcbadac,True
cbbbdbcdddcddab,False
dbadacbaabaccda,True
dcbdcbdcbcccbdb,False
abdcdcbadacbacd,True
daaccadcdbbbbcd,False
addbcacacbddabd,False
babbbcbadacabbc,True
bbccccdadcaacab,False
dbabcacccdddbad,False
abbddcaccbddbac,False
cdcbcbbadacbccd,True
badacbabbdaabab,True
bcdcacbaabadaca,True
cabbdaabaccbaca,False
cbadacccaabadab,True
ddcddbaabdadcbc,False
cabaaccbccadabd,False
ddbabadaccaddaa,True
cbcaadbcacbdaab,False
dadbddcccccbdaa,False
dacdcdcaaddcabd,False
bddcbacccbabbdb,False
dbbabadbdcdabcb,False
dcabbadacbaccac,True
cccdbadacdbbcab,True
cbadacbdbdbbaac,True
dadabdbdccadbab,False
ccadbbbccacaadb,False
ddbccabbbdddadd,False
bdaacdcdbcbdbcd,False
ccbcaccdbadacbc,True
bdbabbcbadaccdb,True
cacbdaccbbdbbdd,False
cbbdabbcdbbadac,True
ccacddbcacbddac,False
bdddcbcbcbadaca,True
bbcbadacdddacdb,True
cdcabbdbacacdbd,False
bbddacabbdbbcba,False
badacbddccbbbac,True
ddcdcacbbaccbcb,False
badcdbbadacccdd,True
bbcacbadacaadcb,True
cbadacddbdcdaca,True
dddcbbadacbdaba,True
cbbbdbabdbadaca,True
ccbadacdacacdcd,True
bbacdbbdacadacd,False
acdddaacacbadac,True
caaadddbcdbadac,True
aaccabcdbccdacd,False
bacdabcbbadccca,False
cbadacdcaacdcdb,True
bcbacdcabadacbd,True
cbadacaaabbadad,True
bbccacdabdaaacd,False
dbddadbbcaabbcc,False
cdcdadacdcdbbcb,False
bcbccdbdcdbddaa,False
daddbccdabacacd,False
ddcaacabbbbaddc,False
ddbadacdaccdabd,True
acadabdbccccbdb,False
daaabaaddcbdcdb,False
adacbdabdcdbacc,False
abdddadbdbdbdbb,False
bcdccdaaddbadac,True
acbadacccaccacc,True
abddbbbabdbaabc,False
bcdbabcdbcbdccd,False
cbaadddbbadacba,True
adabacadbcddbdc,False
bbcbcbabcabdddd,False
cdcabdcdbcbadac,True
cdcbdcbacadccab,False
dcaddaabcccbabb,False
cbadacaaddbcdcd,True
accdddcccacdcad,False
cdbdbabbadaccdd,True
ccaacabbddacdab,False
bcabcccacbcabba,False
addcdddbdbbabda,False
bbaaaacbadacaba,True
cdbadacdbadbcac,True
dbdbccbcadbbcba,False
caaaacbdaacadba,False
bbccdcacacdadbd,False
ccdddbdacbddbcc,False
bcaaacbbaaacaab,False
bbbcbbdbadaccbd,True
bbaccdacaddacad,False
daadcddbccbadac,True
aabddaabadacbac,True
bdadbadacccbcbb,True
aadddcaabcdbbab,False
ddadcdaaccbadac,True
ddaabadaccdcddd,True
dbadacabddabdbb,True
cccccabddccdada,False
dbbabbccbadacad,True
abadacbcbdabdca,True
bdcdabdbcddabda,False
bbacdcabdacbabd,False
acbabadacaadcda,True
cddcbdbcbacddda,False
ccccbcdbadacada,True
bcbaaacadbadaca,True
dcacbbadacbadbb,True
cdbaaddadccdccd,False
dadcbadacabcccd,True
caabcdacbbbbddc,False
aaddbacacdbccbd,False
dacadbdbbadacbc,True
caccaddcccdbdda,False
bdaabadacccaccc,True
dcabbcbdcacbdda,False
cdbdcbadacddada,True
cdadbdcbdcaaccb,False
abacabcadccaacc,False
ddbdcabbccaddab,False
acacdbaabdaadad,False
bacaabccbbcdcda,False
cdcadbdccdcdccb,False
cbdcdbbadacacac,True
cccbcdcaaaadbcb,False
babdbbcbdcdbabb,False
bbbdbdcdbadacdb,True
cbaaadddbadaada,False
cddbdddbdcabddb,False
dbaabcbbddbdcac,False
adadcbaaaccaddb,False
aaabadacdaccadd,True
dccdaaddacdbcca,False
baadacaccddbdcb,False
ccabcbadacddaad,True
ccbdbaccdabbbbc,False
aaabbcabacdcdba,False
daadaabacaddcda,False
dbdcbdaddacaaac,False
adddacadaabadac,True
dcabbaccdaccbad,False
aaccacbadacdacc,True
cabadacdbadddcb,True
dbadacacdbcdaad,True
bccabdcdaadbada,False
daaaaccadbcbaab,False
bbacacabccdaddb,False
acbbdabacdabdbb,False
dadcbaaaacbdbbd,False
cbadacbbbbbcaaa,True
dcbaddbdbacadab,False
adacccbcdbadddc,False
badacbccdcdcadd,True
adbadacbcdbbcca,True
bbdbabdbbadcdac,False
adbabbababdaacd,False
acbaacbadacdabd,True
aacbccdbdbabdbd,False
cbcbadacaccadcd,True
bbdccdabbdbbdcd,False
bbadacacdcdcada,True
cabbacdccbbccdd,False
dbaaabacbddbcbc,False
baddaadccdbbbdd,False
daabcddcabacbad,False
acdbbabadaccbbd,True
accacbbaadbadac,True
badaddbdcdacbca,False
abaabbadacbadda,True
cbbcdbbababadac,True
adacabbbbdcdbcc,False
ccdddbadacadadb,True
dcdcdaaccbcabcc,False
ddbdbbbadacbbaa,True
abcbadacddddcac,True
adabdadacbadacc,True
cdddadcccdbbddb,False
bbbcdaadbadacdc,True
aadbdcbadacacdc,True
aaddddbcadabddd,False
bbbddabbcccabbb,False
bddbadacdcbcbad,True
cbadacbbbcdcbca,True
adabcbcdbbccbac,False
cadbabdbadacaaa,True
dadabcbdbadaccd,True
abbbadaccddbbad,True
cdbcadaccaccdac,False
cdbccaaadacabdc,False
abadacbdbdddbcd,True
bbcadcabbabdcbd,False
cadabbddcbadacc,True
ddaacbdabadacdd,True
acaaaddcaabadda,False
bdccdbcabaaaacc,False
dcbbdabbabdccdb,False
cdcbdcdaadccdbb,False
cdbabbbbcdcadca,False
badbbbbadacdbdc,True
abbadacccbdbcac,True
dacdcccccbadbac,False
dcaabadaccacabd,True
bcddacbcdcadadc,False
dabdcdccddbcccc,False
cddbcdbadcdbcbd,False
bbcbddadbcaabca,False
bcbdabadcdbadac,True
babcccdbbdbadcb,False
dcabccbadacabdc,True
dcdbcdacbcbbacb,False
bddcbadacbadbad,True
bdccaaccbbcbbbd,False
baddaaabdaabdbd,False
dbdaddbdcccdaaa,False
ccbcdbbadacdbab,True
cbabbccaccbbaad,False
bcddcdabbcbacab,False
cabadacbccddaab,True
bdbbbadacdbcdbd,True
acabdcacdacbcab,False
cdcbbddaddacaca,False
dadabababadaccb,True
acabbaadaaddada,False
ddabaacacbadaca,True
cbccdadddccacdb,False
caaadaaadcbbabd,False
cadbadacdccbadc,True
bdbaaadbbacaacd,False
bbadbadacccbbcd,True
cddbdccabddbbdd,False
aaadacababdbdda,False
dcabacdddbdadab,False
aacbbadacabbaaa,True
dddddcaaccddbca,False
bdbadacaadbabbb,True
dadccbcbbdbabcc,False
dabcdaadccddccd,False
dacbdddadaacdca,False
ccbadaccbdbabda,True
bccbbcadadccbac,False
adbcbbadacbdccb,True
dbadacbcaadcbda,True
aacbdcaddbdccdc,False
cadabadacbadaca,True
bacaabcabbbadab,False
cdbadbaccdcbdac,False
bcbaaccabacdcad,False
dacbbbadacacdbc,True
dbcbdadcadbddbb,False
ddcccdcbcdbccbd,False
abadacbadaadadc,True
bcdaccbbcbadacb,True
ccacbccbaddacdb,False
acadccbacabdcbc,False
adaaacbadacaacb,True
badababdaabdacb,False
bdcaccbdbdaacdc,False
abadacbcabddacd,True
baacbbadacdbbcb,True
cbddbacabadacbd,True
cbdcdddabadacaa,True
daccdaddbadacba,True
abadacddbdbcbad,True
ddacabccdaaabdc,False
dcdbdaacaddbaaa,False
abbcabadaccbccc,True
acbbbcaaccadadc,False
dcbbbbadadbcaca,False
bbadacddbdcabcd,True
dadaadabccdcdcb,False
bdbbbccbbadacca,True
dacccdadddbdbac,False
dbcabcabdadaaca,False
daddabadacbabcd,True
caaabbadacaddba,True
bbbcadbcdbdadbb,False
ccabadacadacddb,True
babadaccbbccadc,True
addabddacabadac,True
acdadcbbdabadac,True
bcdccaddabdccac,False
adabadacbcbbadb,True
dbadbcaadbbadac,True
bacdcbabccabddc,False
badaccddcccccbb,True
badacccbbbacbdd,True
ddaddbadacacbbc,True
aabcabdcbcaaabb,False
dbcdddbdbbbadac,True
acbddcdddabadac,True
adabdccbadacdad,True
dabaaaabcbbbdba,False
dbdbadadabbacbb,False
dbbcadaabcbabcc,False
dbbadacacaddabd,True
baabadacdbdabcc,True
bdacbdadbadacbd,True
cbdabcdaaddbcdc,False
dadaacadbadacca,True
bbbaacdbbacadda,False
dbadacaabbdacbc,True
dcbadacdbcabccb,True
dcddbdcdabaacad,False
cbabaabcbbdaaad,False
dcbbabadcaccbac,False
ddaddaaacdcdada,False
daadcadcacacccb,False
ccdadccabadcadc,False
bcddadbadacaacb,True
dacbabcbdbadaca,True
bcadacccbadacbd,True
badacbabcdaadcc,True
aaddbaccdabcbca,False
abadacbabdbabda,True
ddaaadccdbadacc,True
adcabbdacdcdbda,False
abbacdbbadacccd,True
cbadacdbcdcbbbd,True
acadcdacbbadacb,True
dbdccddbacbcddb,False
cbadacabaacbbcc,True
caacbcbadacaadb,True
bacabcdabcbbaba,False
daadbcddcdbdcbc,False
cbadacdcccaacda,True
dbbaabadacdddac,True
bbadadcababadac,True
dddcdabadacdada,True
cbbcdbcbabadaca,True
aadcdbcbaacdaad,False
daacbbadacaaadd,True
accdddbadacbacc,True
baaacbababcadcd,False
daabbacbcdccada,False
ddddddbbadacbbc,True
dcbdbbdacbacabd,False
cddcbddcaccacab,False
baaddcdbadacdab,True
bcdbadacccadaba,True
ccbadacacadcacc,True
cbdacccaabadacc,True
dbadacadacbbddc,True
bbcbbccbadbbbdc,False
acacabdcdcbbaab,False
cbaaddcbadaccac,True
badacacabdaabba,True
daacabaadbbadac,True
adaacbacadbaadd,False
cddbadaccccabdd,True
acbbadacbbcddbd,True
dbacbbcbbcdcbbb,False
cadcdaccbadacdc,True
babbacbbadacacd,True
bdadabcaabababc,False
ddcadaccccbabab,False
badacbbcabcaacb,True
bcbababbcabcdcd,False
bdaabadadbcabca,False
adbabacdaabbcbb,False
ddbcaaacacccbba,False
bdcacbadaccaaac,True
dabbbcdddbccaad,False
dacbadacbccdbab,True
dccdaccbdcabadd,False
dddddbbadacbbba,True
cdbcabdacdbadac,True
aaddcadbaadadad,False
bbadababdbadacb,True
ddadcbcdbabadac,True
abaabbabdbccddd,False
cdcadbadaccaabb,True
accdabadacadada,True
abadacdbdccdbdb,True
caacdadcdccbcca,False
dddcdbacbcbcaad,False
dabaabbdacaacbd,False
ccbadcdcbddaaad,False
cabbbadcabddaab,False
ccbadacdcbaadcc,True
badaccacddbddad,True
bacdddabaabbaad,False
cadcabdacbcacbd,False
bddcbadacbdcdcb,True
adbacbcabcbadac,True
cadbadacaddaaaa,True
abcbcacacabccac,False
bcbcbcbbcddbadd,False
cddabcbadacbbbd,True
acdabbacabcbbca,False
aacdbadacdbccab,True
dabacdddacaddad,False
bbdbbbadacdccbc,True
ccdaacdbadacdcb,True
bbdcdddddbadacc,True
dcdbcbbdbbcbbcd,False
adbcbccadbabbaa,False
baccaaaabddcadd,False
adbdabdddcadcbc,False
dcbbaaddbadacab,True
bbbbcadaacbdbab,False
cbadacccbdbacdc,True
bcbbdaccaaabdad,False
cabadacabdbaaac,True
dcdabbadacacdcc,True
dcaabbcacdbacaa,False
cbcdcbdcbcccdab,False
bbaabddddbddddb,False
cbdbabadaccbcbb,True
abcaddcaadaabdb,False
bdacbabadacacda,True
dabcbcacbbacabd,False
dbbdaadaadccabd,False
bdacadadbbbcdbc,False
cbaaaccbadacabc,True
abcbddadcadcccc,False
bacccacacacacba,False
abbadacccbbbcda,True
dbabcddadcbbdab,False
bccbadacccbbbdd,True
ccabadacccbccca,True
badcabadacdcaca,True
cdcaccbaaccdaaa,False
ddbdccbccbcddac,False
adadcbbcadaddbc,False
bdbcdccbadacdcd,True
abbdaaccddbadac,True
aacbabbbbdbadac,True
cdaddcaccbbbddc,False
abacacbadacccdd,True
babddbddbacbdac,False
aacbbddcaddbbca,False
dcccacdacabcbcc,False
bbbccdbadbbadac,True
adddaadbacbbddd,False
adbbbdbadacdddb,True
aabcbcbadacbcca,True
badaccbdcacbbbb,True
badaccddcadcbbc,True
aadcccadbaccabd,False
bacbcdbbadbaadc,False
ddcbadacbdaadba,True
daaaccbbccddcac,False
dcddcdadbccabbb,False
aabadbddbcbadac,True
ccabbaddaacacab,False
cbbbbdbaccdadca,False
dcdbbadacdccabc,True
abababdbabcbcac,False
adccaaabadacabc,True
dabadacacbccaab,True
dbadacbbdbcdbaa,True
cbcacdabaaacbda,False
abadaccdccbcaaa,True
dcbadacadbbbaad,True
dbadacaabccddbd,True
babbacdcdbcdbcc,False
acccbbddcaaacaa,False
bacbadacddbdabd,True
daaadabcdcbaaca,False
acdcaacaccaacca,False
badacacbcaacdbb,True
adcdaadaacdcada,False
abbbdcccbadacbc,True
abadacbacdccadb,True
ccbbadaccbacdac,True
ddacddbcabbacab,False
acababcacbddcda,False
abbcbadaccbdadd,True
adabbbbdbbbbccc,False
bbcdbbbacbaccdc,False
dbbabbabadacddc,True
bdbbddcadccacbb,False
ddbbbbaaddbaddc,False
bddadbccbadacbc,True
abbcdcdcbdbacbb,False
bdcccaddbadacdc,True
adacabbdbdcbdda,False
cbcbbdcabcacbdc,False
accddaabdcbadac,True
badacbcbcbbcdcd,True
bdcccddabadacdd,True
abbadcdbbabadac,True
ccbcccbddacbaca,False
aabbadacddcbddc,True
baaddabcdcbadac,True
dcbabccdbadaccd,True
bccbdabccdbdacb,False
baccbdabdcdadad,False
aabadaccacaccca,True
cacabdcacadaacb,False
bdcddcabcbbacab,False
adaaabdcbdbadac,True
abcaabcccbbcbbc,False
bbcdacdcbbdcbdb,False
aaadcbadddbcbcd,False
dbcbbbadacbcaac,True
baccabbbcabdcbd,False
dabbcbcdaaaaccd,False
bcacbadacbcbadb,True
babbbcbdcbadacd,True
badaccdcadbccba,True
abbdbadacddddab,True
acbcdbbdcadbaaa,False
dbadacccbcacbcc,True
abaadccbccdacda,False
bdadbcbabbbcbbb,False
cddaabcdaabbccd,False
bbadbadacbdddda,True
cabadacdaacaccb,True
badacdcdcabadcb,True
dbdcaacdcadacdb,False
dccaacabadacbcd,True
accbcbdbadacadc,True
cadcadabaccaabb,False
ccabadacdadacba,True
bccbcaacdbbadac,True
bbcbadaccacacba,True
bbdcaabbcabbcac,False
dacacacabadbddb,False
ddcacaadcadbccd,False
ddbabdbdbadacdc,True
ddaaadadacddacc,False
badbcdbcdccccbb,False
abcdddcbbbabddd,False
aadaaaccabdaddb,False
bdbcbabcbadacac,True
cdbbdbbdcbadacd,True
cbccaabcccaacca,False
abadaccaabccbbc,True
cbddabbadacacbc,True
cdcaccabcbdddbd,False
cbadacbadadddbb,True
dccbdbbbadacabb,True
bdbcabbdbbabdcb,False
dccdaacdddacddc,False
bacabadacbcacaa,True
cccddcdbbbccdda,False
cddaccccdddbbbc,False
bdaacdaabccdcdb,False
cbcdadabcbbadac,True
bcaccbdacbabccc,False
bddcaddbdbacabc,False
bcaadadbbbbadac,True
aadaddbcbdcabad,False
bdcdcaabcbbadac,True
dadacbadacbbadc,True
cbcbacbcdccbaba,False
adbcccbbdccbabc,False
dabadaccbaaddda,True
dbcbaddacadaacc,False
bbadacccdcadccc,True
ccbdbaadcaaadcc,False
aadbadaccddcdcd,True
caacbaaabaabdab,False
adbdccbadcccbbb,False
ddbaadbdadaaadb,False
accadcbbbadaccb,True
aadccbaadbbbadb,False
acdcbdbbdcbabab,False
cbcacbabbdccbdc,False
baccbadacdbdcbc,True
abbaaaaaddaddcd,False
ddddcbdccbadacc,True
cdbdaadaabaacad,False
badacabcdcbbcab,True
ddbbbaaacbdcddb,False
cacccbcadbccbad,False
dbdcdacbddcacdd,False
adbbccadacdaaca,False
bbbdaaccabadacb,True
ddbaadabadacdaa,True
daddcdbbcbddccd,False
daaccdbacadabbc,False
babddbbaacadadd,False
abbaddcdbbbadac,True
dcaacaabadaccda,True
addbbccdbadacba,True
dccaacaacccacca,False
cbacbcccbcbcbcb,False
accbabdbabadacc,True
cbadacadccabdba,True
bdaddacbcccacdd,False
dcbadacdcdaacaa,True
ddddbdabddadcda,False
badacbbdcadcaab,True
abbdccdbbadaccc,True
aaccbbadacabcca,True
ccbadbabbcbadac,True
bbadacababdabda,True
bbabadacabacdcc,True
dbaccddbbcbadbc,False
aabcadccbbddbab,False
ddbacbabadacbad,True
bbabbbcbadaccdd,True
baababadcaaaddd,False
aababbbbadaccca,True
dbbbddcbabcaccd,False
addabadacdcdbab,True
badacccacccbbcc,True
dbbbdcbadaccabb,True
abaacccccaccdba,False
caccadabbdbcdab,False
bdcccdbaccbaabc,False
abacaaccabadacc,True
dadcacbbadacbbc,True
aacdbdbacabadcd,False
bcdaacbaaadddcc,False
bdcadbabdaadaba,False
dabdbabdadcadcc,False
ccbadaccbacbdba,True
bddbadacccbabdd,True
ddbadacdccadbab,True
dbdcbdbaabdbaca,False
aababcbdcaabbaa,False
cdbbadaccbbcccb,True
adaabcddcddbdcd,False
bbddaccdbbcdcbc,False
dcacccdcbbabcad,False
ccaccdadccddcbc,False
cbbcddaabadacab,True
dacdaacdbcbadac,True
dadbbbaacaacccc,False
ddcbabbcdbadacc,True
bcddbadaccbadab,True
babcdaadbcaabaa,False
abadacbaaabddad,True
cccaddccababdaa,False
dcbadbacabbbaac,False
cabcacbbbbbcbaa,False
dbadacbddabbbbd,True
cabadddbbdcddab,False
caaaadcabbbadac,True
aacaccccbadacdb,True
dbcdacbadaccccc,True
badacbdccbcddba,True
cadbccbabadacbd,True
abadaccbdcbbbbb,True
ddbddaaacbcabab,False
dbccdcdddcbaadb,False
bbadacacccccddd,True
dbdcacadacccadc,False
accdbdcbabadabc,False
aacacbbbaabcaad,False
abbadacaaaacbdb,True
dcadcaabbbcbbdb,False
cbdbdacccabaadd,False
cbadacbcbdbbdcd,True
bbdbadbbadacbdd,True
cccbdaaababadac,True
dccaccabaaadacd,False
bbdcdabaabbddcc,False
dcdbdbabaddacca,False
caaddcaaacbabdb,False
addaddcdddadbca,False
aadddddcdcabbcd,False
dabadacbdbacabd,True
badacaaabdbaadb,True
aabacccdddcdcbd,False
abdaccbabbbccab,False
adaadccdaccacca,False
dcbbadacbcabccc,True
cadadbbacbbadac,True
acbadacadaacdba,True
bbcbadacddbdaba,True
ddbbdbadacccdbd,True
cbadacdacbdddad,True
dacdabdabadacbb,True
bacabbadacbdbbc,True
ccddbaaaacdcbcc,False
bbabbbbbadaccaa,True
dbdacacabdabdcc,False
acabdbadaccdbdc,True
badaccdcbacadbd,True
cdabadacaacdcdb,True
dbcadcbadacbaab,True
adddcaacddacdcb,False
cdabcacccdbbdcc,False
dbabdbbadacbdad,True
dbcbdadbbacbdac,False
cdbacdccaadadbd,False
abbadaccaadaccd,True
aabaddabdaddbac,False
aadbcadcdaabcca,False
ddabdddaccdacbb,False
bdbbadacabccbdd,True
babbcdaacdbaacd,False
ccddbbbbccbcdcc,False
cbbdbacabbbadac,True
cabadacadaacadd,True
accaccabcabdcaa,False
acaadbbcddcbccb,False
acdccdcdcacbcdb,False
cbbadacacccbaba,True
bbadbabbaacaddb,False
ababbbcdcaaaaad,False
cacbadacdddbddc,True
abadacaadccabcc,True
ccbaabacdbadacd,True
dabbbbdbbcacccc,False
acbadacccbaacdb,True
acbbcbabbccdaba,False
baaaabbadbcccba,False
acaacbacdbbdbaa,False
ddadacddabadacd,True
cddababaaadcdda,False
ccaacbdacbbbbbb,False
badaccadacdabdb,True
bbddaccbadacabd,True
addbdbbadaccbba,True
daadbaadaddcbaa,False
cddbadbbccbdcab,False
ccddbcdaabadacd,True
bbcbcddbbbadacb,True
aaddcabadacccbd,True
adcbbdcdbacddac,False
bcdbadaccadcdcc,True
dabadacaddaadca,True
dcabbabbdaddabb,False
ddacdcbdcccbabb,False
bbacabbbcbaacca,False
cbbddbadddaacdd,False
bdbbabacaabadac,True
cbbadacaaaacaaa,True
bbadacaabcdcbdc,True
dbcadadbbbacdcb,False
ddbccbcaacaaddd,False
ccbcbccaadaadbd,False
dccdabadacacdac,True
bdabcdcdddccbab,False
baccbccacbbdbbb,False
adcdadaacbdbcab,False
dccccabadacbbda,True
dbacbabadbcabbb,False
baacdbbacbcacaa,False
acdcaaaaccbadac,True
cdaaccbaadacccc,False
dddccbacdbdbadd,False
bbabadacbddbbaa,True
dbcbbcdbadacbbd,True
adddaaddadacbbb,False
bbdcdcbabbbadac,True
dcccbcdcccccdcb,False
ccadbbbcbcabaad,False
dcbadacdddabdab,True
cbadacdbdccdabb,True
dbcadabadaababd,False
ddcdccdadbccbdc,False
adbadbdbadacccb,True
ccbddbbadcbadac,True
ccbddaaaabcdbab,False
dabbadaccdcabbc,True
bdadacdbbadacdc,True
dccdaabccbacccd,False
babbadacdcbddab,True
cadbdccdabbbbbc,False
adbbdbbcddbadac,True
acaacbccbcbdcab,False
aabcdaaababdcba,False
dacaacacdbadacd,True
ccddcbcccacabac,False
bdcccaadbaadbdd,False
babdabbdccaacaa,False
caaaadcbdabbbcb,False
bcaadabacbbbabc,False
bdbaaaabdccbbbb,False
dabcadcbdacbccd,False
bbbadacacddcbcc,True
ddddcddcccadddd,False
cdacbbdbaccaaca,False
acdbbdadcaabdba,False
cbdbaddabacbbbb,False
acdbbbadacadbac,True
cbdabcdaacacbad,False
abbadaccacccddc,True
badacdaadbadbcd,True
adabadacbadbacc,True
aacdbcbccbbadac,True
ccbbdbcdbdbadac,True
acdbaacbdabdaab,False
bbcdddadbbadbac,False
cdaddbccbbccdaa,False
cbadaccddbccbcb,True
badabadacaddbdd,True
aacdbdcdbabadac,True
cabaaadcdcaddac,False
adacdddadbabbaa,False
badacddaacaabab,True
ccadbadacbabdbc,True
adccbaabccdcbcc,False
bdddabdacdbdabc,False
bbbadadbcccabdb,False
abdcdabcabadaca,True
bacdcadbbabadac,True
accdcbdabcdabbd,False
dadbcbacacaadcc,False
ababacddbcbbdcb,False
cdcdcaacccdbcba,False
cdcbccbadacbccb,True
bbacdabacbcaadd,False
bcaabaabcacbbda,False
ccaaddbabcadbca,False
bacdcbcdbbcdbaa,False
dbcabcbadacdccb,True
cbcaccbddaacacd,False
aaacabadacaaaca,True
dacaabdacacbccb,False
bcdbbdcddbccddc,False
acacbcdcbadcbbc,False
badacdbbdddabbc,True
bdcbadacacaaccb,True
bdcdcbccbadacda,True
cdbbdadbadacccc,True
dcadadbadacaddd,True
adabadacdadbcab,True
badbadabcaabdab,False
dcbadaccaabdbdc,True
cbadacbbcbdcdbc,True
accbababdbadaca,True
cbadaccbbadccdd,True
adaaccbadacabdc,True
ddcadadccddcbac,False
dabdbbbbadacada,True
dccbdcdbabdadda,False
dbaadadaadaaddb,False
daabbbabadacacc,True
adddacadadcbcdb,False
daadbabadacbcad,True
cbcadbcbbcdccac,False
cdbadacabdbacdd,True
dddadcdbccabdcd,False
cddbacbdccbadbd,False
cadaccdbbbbadac,True
bbadacaacacccad,True
cabadacddbcacad,True
acacaadcbbdddcb,False
adcaabacacdaddb,False
dcadcbadaccbddb,True
bbdbabcdbadcaab,False
acaddbbdbadacbd,True
badbdbbddbaaaca,False
cadbbdcacdddabc,False
cadbabadacabaac,True
cabcbbbcccdbdbb,False
cacbcdbadadcdad,False
dbdcaccbdbadacd,True
dcabbabdcccddac,False
acbcadbdbcbdddb,False
acbcbcbccbadacc,True
abadacabddccbdd,True
bddccbdacbbadac,True
dccabacccdccaad,False
cbbbadacbccaaab,True
abdadadbbadaccc,True
cabdccdbdcbadac,True
abadcdacadabdab,False
aacdbbabaaddbcb,False
cccccababcabbdd,False
bbadcbabadaccad,True
bbadacabbddccdb,True
ddaaccccbadacaa,True
dbdabddaadccdcd,False
abadcaaddbbcdbc,False
bdddbadbcdcbdca,False
baccacddbddbcaa,False
daadbbccbabadac,True
ccadaadcadcccda,False
bbdbdbbbdabbcad,False
cabbcdbcbcccccc,False
dcddbabadacddda,True
ddcbdbaadcdbdcc,False
dabacbccbabcaab,False
dbadcabbacbcbbd,False
bbbbdddabadacca,True
cbadabbbabbadcd,False
aadbbbabbaccbca,False
adcbdccadabadac,True
abdcabbdbbdbdab,False
ccbdcbadbdbbdcc,False
adbbcddccbadacc,True
aadbadcbccccaab,False
dddadbccbcbcdaa,False
aaddaccdacdbcbc,False
acdabadaccacaab,True
aaddabdcddaabcd,False
acbadaccbdaddcb,True
bbadacbcbbacadd,True
ccdadccdbcccaaa,False
cdcabccbcabcacb,False
dbadacccccccada,True
cadaacccdbcacac,False
dbabbcabadacbdc,True
cdaabddcacabdcd,False
ccddcabdadaadbb,False
bbadacccbdabcca,True
bccaaabcbbadacd,True
badcadabadacdbd,True
cabcdbbbaabadac,True
dabbadacadaddbb,True
baccacaacbcaacd,False
cbadacdbabccddc,True
dadaacadadbaacb,False
badababadaccbcd,True
dddbccdbbdaabad,False
cadcadabdcabccd,False
cbbbadacbbcccac,True
bbcbbbadacdabbb,True
bacbbabaaacbdcc,False
badacdbdbdaccab,True
aacbcbbacbdcddc,False
bbdccabcaadbaac,False
aaababcdbbcdaac,False
dddccddbcddadba,False
ddcccbdcbbbadac,True
dabdcadabadaccb,True
ccabcbbbcbadacc,True
bbcdbadacbcaccb,True
badcbadacabbacb,True
bbbccbbbadcdcbb,False
dadcbadacccbdcc,True
cdcddddacbdbbaa,False
dddddcdcabbdbcb,False
ddbcbaaaabadaca,True
dcbcdcadbbdabbc,False
bbdddbacddaddba,False
dabaaabbdadcbad,False
bacbbadacabacab,True
dbdbcdcdbbadaca,True
ddbadacbabacbdb,True
dabadacadacdaaa,True
bdccbbbdbdabbdc,False
bbadaccbcccdccd,True
aaaaadabbadacad,True
dbaabadacbaadda,True
aacdbccbacbbccc,False
daaddabadacbcad,True
adcaaacdddbacda,False
babadacacacacdd,True
aaddbdccbadcaac,False
dadaccbbdadacdd,False
abbaaaddbadaccb,True
badacbaabcbccba,True
aaccbbbadacdacd,True
cdacbabdacdbddc,False
aadabbcabadacda,True
dcdaacbbdabbdaa,False
bacbddbdbadacab,True
cddcbacbbbcccab,False
aabbcddacacbaca,False
dbbcbccbbadacaa,True
abadaadbbbbbbac,False
ddbccbadcdccccd,False
